"https://www.sikayetvar.com/turkcell/turkcell-superbox-iptal-surecinde-yasanan-iletisim-sorunlari
","Turkcell Superbox taahhüdünüz dolmak üzere 05325320000 numarasını arayabilirsiniz diye mesaj geliyor ama on kere denememe rağmen Turkcell'e hoşgeldiniz deyip kapatıyorlar. Superonline yazan numarayı aradım burası başvuru hattı deyip tersleyip kapattılar. Ben bu Superbox'u nasıl iptal ettireceğim
İlk basta o kadar övüp de hiç memnun kalamamak iptal etmek istiyorum."
"https://www.sikayetvar.com/turkcell/turkcell-hattimi-e-devletten-fesih-ettim-geri-alamiyorum
","Turkcell'den aldığım ve uzun süredir kullandığım hattımı e-Devlet üzerinden yanlışlıkla sözleşme feshi etmişim. Oysa ki Turkcell sitelerinde, kapanan hattın 1 yıl boyunca kişi adına saklı tutulacağı belirtilirken, gerçekte ise 5360**75** numaralı hattımı geri almak için bayiye gittiğimde olumsuz bir cevap alıyorum. Müşteri hizmetlerini aradığımda ise 'bayiye danışın' yanıtını alıyorum. Bu konuda açıklama bekliyorum. Bayiler, numaramı satmak için 1 yıllık hakkım varken böyle bir cevap verme gereği mi duyuyor?"
"https://www.sikayetvar.com/turkcell/turkcell-numara-tasima-sorunu-166
",Turkcell numara taşımama rağmen hattı aktifleştirmiyor. 10 Nisan 2024 tarihinde numara taşıma talebinde bulundum. 2 gün içinde hattın taşınacağı iletildi. 12 Nisanda hat taşıma işlemi tamamlandı. Diğer operatör numarayı devretti ve kapattı. Ancak Turkcell numara taşıma işlemini tamamlanmadığı için hattımı kullanamıyorum. Verilen PUK kodu kabul edilmiyor. Talep oluşturmama rağmen günlerdir geri dönüş alamıyorum. Üstelik bu süreçte hattı kullanıyormuşum gibi fatura yansıtmaya devam ediyor.
"https://www.sikayetvar.com/turkcell/turkcell-paket-limiti-doldu-diye-2-kat-ucretli-paket-satmaya-calisiyor
","8 Nisan tarihinde Turkcell bayisinden kurumsal hatlar için Esnaf Star 10 paketiyle ilgili fiyat teklifi aldım. Ardından diğer operatördeki taahhüdümü bozarak devir işlemini başlattım. İşlem sırasında bayi yetkilisi, paketin devir işlemi tamamlandıktan sonra tanımlanabileceğini belirtti. İki gün sonra devir işlemi tamamlandı. Ancak taahhüt kısmına geldiğimizde, ellerinde limitin kalmadığı ifade edildi. Elinde olmayan bir paketin nasıl satışa sunulduğunu sorduğumda 'bu size çıkmıyor' şeklinde geçiştirildi ve istenirse eski operatöre dönüş yapılabileceği belirtildi. Yaklaşık 15 gündür çözüm sürecinde olduğu söylenen ve halen bir sonuca ulaşmayan işlem yanlışlığı nedeniyle, bana daha yüksek paket teklif edilmesi, hattımla ilgili herhangi bir taahhüt yapılmadan tüm kurumsal hatlarımın ve görüşmelerimin olumsuz etkilenmesi, bayinin bilgisizliği ve elinde olmayan bir paketi satması, diğer operatördeki taahhütümü bozmam nedeniyle yaşayacağım kayıplar, bugüne kadar yaptığım görüşmelerden doğacak faturalar ve iş bağlantılarım noktasında yaşadığım iletişim sıkıntıları nedeniyle, bugün itibariyle Tüketici Hakem Heyeti'ne şikayetimi ileterek tüm yasal haklarımı arayacağımı belirtmek istiyorum. İlgili bayi, ucuz paket varmış gibi bir izlenim yaratarak hat taşıma işlemini gerçekleştirdi ve sonrasında daha yüksek ücretli paketlere geçiş yapmamız konusunda başka seçenek bırakmadı."
"https://www.sikayetvar.com/turkcell/turkcell-yuksek-fatura-hakkinda-sikayet
","Turkcell paketlerinin aşırı yüksek fiyatları hakkında buradan yetkililere sesleniyorum. Bir telefon faturası nasıl olur da 1.100 TL olur? Platinum Black Eşsiz 100 tarifesini kullanıyorum. 09.07.2024 tarihinde kontratım bitiyor. Şu an kullandığım paket vergiler dahil 600 TL ki bu fiyat bile diğer ülkelere göre çok pahalı. Yeni kontrat yapmak istedim, aynı paketin daha düşük kapsamlısına 1.100 TL fiyat çıkıyor. Soruyorum size, hiç mi vicdanınız sızlamıyor? Yüzde 110'dan fazla artış yapmışsınız. Kazandığımız az miktardaki para yanınıza kalsın."
"https://www.sikayetvar.com/turkcell/turkcell-yasal-kullanicisi-olmadigim-hattin-borcunu-nasil-da-ekliyorlar
","Kullanmakta olduğum 553*****62 numaralı telefon numarası, çalışmakta olduğum şirket tarafından kurumsal hatta devrildi. Şirketteki çalışma hayatım son buldu ve şirketin yetkilisi ile 27.04.2024 tarihinde Turkcell iletişim merkezi’ne giderek kurumsal hata devredilen hattımı bireysel hatta devredilmesinden sonra yasal kullanıcısı ben oldum.
Devir işleminden sonra bir uygun paket seçerek kullanmaya başladım. Turkcell’in uygulamasındaki kullanım haklarıma baktığımda geçmiş dönemdeki yani yasal kullanıcısı ben olmadığım dönemdeki faturanın bedeline de bana yansıttıklarını gördüm. İlgili müşteri hizmetleriyle görüştüm ve bana ‘tüm fatura döneminde ki kullanımlar size ait’ diye cevap verdiler.
Yasal kullanıcısı ben olmadığım bir hattın kullanılan hakları neden bana yansıtıldı diye soruyorum ve tatmin edici bir cevap alamadım. Bunun adı nedir bilmiyorum."
"https://www.sikayetvar.com/turkcell/kullanmadigim-hattin-faturasini-odemek-zorunda-degilim-turkcell
",Kullanmadığım bir hattım ile ilgili sürekli faturalar geliyor. Dört buçuk ay önce arayıp iptal etmek istediğimi söyledim ve 1000 küsur lira fatura ödedim. İptal edildiği söylendi. 'Hattınız iptal edilmiştir' denildi bana. Bugün tekrar arayıp dört tane faturanız daha olduğu söylendi. Gerekli bütün yerlere şikayette bulunacağım. Kullanmadığım bir hattın faturalarını ödemek zorunda değilim.
"https://www.sikayetvar.com/turkcell/turkcell-hizmetleri-a-s-1
","Merhabalar 
Ben iki gündür sorun yaşıyorum Turkcell'e hattıyla.
Arama yapamıyorum, interneti kullanamıyorum."
"https://www.sikayetvar.com/turkcell/turkcellin-gecikmis-fatura-icin-uslubu
","Beş aydır telefonum savcılıkta, hattım açık ve 1888 TL borç gelmiş. Kullanmadığım halde bu borcu nasıl ödeyeceğim ve hattı nasıl devre dışı bırakacağım konusunda bilgi almak istiyorum. Lütfen benimle iletişime geçin ya da bilgi verin. Ayrıca, vekalet ve avukat ücreti gibi kalemlerle borcun 5000 TL'ye çıkacağı ve ödeme yapmazsam tehdit edildiğim belirtilmiş."
"https://www.sikayetvar.com/turkcell/turkcell-wiky-saat-satisinda-yaniltici-bilgi-ve-iade-sorunu-1
",Turkcell bayinden wiky marka saat için orada çalışan yetkili personel ortam dinleme özelliği olduğunu söyleyerek ürünü bana sattı geri dönüş sağlayıp üründe bu özellik olmadığını beni yanılttıklarını ve iade etmek istediğimi söylediğimde ürünü almayacaklarını söylediler. Turkcell kalitesi ve güvenirliği adı altında böyle bir yanlışlık yapılması beni çok üzdü. Hatanın telafi edilmesini istiyorum.
